report_date,tBalance,yBalance,total_purchase_amt,direct_purchase_amt,purchase_bal_amt,purchase_bank_amt,total_redeem_amt,consume_amt,transfer_amt,tftobal_amt,tftocard_amt,share_amt,category1,category2,category3,category4,index,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,mfd_daily_yield,mfd_7daily_yield
2014-04-01,20592900643,20417009416,453320585,450478122,146539591,303938531,277429358,49540539,227888819,37116613,190772206,2842463,16208162.0,13781112.0,280000.0,19271265.0,188.0,2.866,4.205,4.503,4.6,5.5,5.0,5.0,5.0,1.4368,5.356
2014-04-02,20675635695,20592900643,355347118,352449616,141024158,211425458,272612066,51040952,221571114,28301147,193269967,2897502,16141646.0,21068826.0,200000.0,13630480.0,189.0,2.95,4.225,4.504,4.6,5.5,5.0,5.0,5.0,1.4369999999999998,5.357
2014-04-03,20772907358,20675635695,363877120,360958034,165866758,195091276,266605457,45762040,220843417,46915541,173927876,2919086,12047671.0,14437186.0,380000.0,18897183.0,190.0,2.95,4.103,4.457,4.6,5.5,5.0,5.0,5.0,1.4364,5.362
2014-04-04,20824610615,20772907358,251895894,248968008,62838487,186129521,200192637,37871189,162321448,35154471,127166977,2927886,14199433.0,12740751.0,1000000.0,9931005.0,191.0,2.763,2.997,4.278,4.597,5.5,5.0,5.0,5.0,1.4338,5.367000000000001
2014-04-05,20863747475,20824610615,202336542,199391149,68763348,130627801,163199682,43889726,119309956,23061774,96248182,2945393,19793373.0,13249520.0,0.0,10846833.0,191.0,2.763,2.997,4.278,4.597,5.5,5.0,5.0,5.0,1.4338,5.367000000000001
2014-04-06,20853648046,20863747475,129477254,126550557,36688261,89862296,139576683,29557907,110018776,41472248,68546528,2926697,21741519.0,1500329.0,0.0,6316059.0,191.0,2.763,2.997,4.278,4.597,5.5,5.0,5.0,5.0,1.4338,5.367000000000001
2014-04-07,20873617708,20853648046,196936223,194021386,64582752,129438634,176966561,40119763,136846798,35095605,101751193,2914837,16019023.0,11785356.0,0.0,12315384.0,191.0,2.763,2.997,4.278,4.597,5.5,5.0,5.0,5.0,1.4338,5.367000000000001
2014-04-08,20978372726,20873617708,354770149,351854096,104834487,247019609,250015131,44570398,205444733,31814997,173629736,2916053,19314599.0,7143351.0,1500000.0,16612448.0,192.0,2.713,3.591,4.21,4.437,5.5,5.0,5.0,5.0,1.4263,5.367999999999999
2014-04-09,21072390013,20978372726,383347565,380410136,150308931,230101205,289330278,50308002,239022276,37522743,201499533,2937429,18615068.0,12029732.0,5000000.0,14663202.0,193.0,2.74,3.67,4.182,4.401,5.5,5.0,5.0,5.0,1.4239,5.36
2014-04-10,21172042609,21072390013,386567460,383627601,164835943,218791658,286914864,53154622,233760242,44846276,188913966,2939859,22256126.0,18501491.0,0.0,12397005.0,194.0,2.74,3.708,3.715,4.375,5.5,5.0,5.0,5.0,1.4202,5.351
2014-04-11,21132795057,21172042609,237829882,234895147,71143892,163751255,277077434,84205696,192871738,31674982,161196756,2934735,22915837.0,19982491.0,30000000.0,11307368.0,195.0,2.75,3.701,3.703,4.209,5.5,5.0,5.0,5.0,1.4106,5.3389999999999995
2014-04-12,21187141790,21132795057,177642053,174695525,63462337,111233188,123295320,39287860,84007460,23075537,60931923,2946528,18311613.0,10760873.0,1000000.0,9215374.0,195.0,2.75,3.701,3.703,4.209,5.5,5.0,5.0,5.0,1.4106,5.3389999999999995
2014-04-13,21216380053,21187141790,208172985,205239452,95888440,109351012,178934722,50587988,128346734,16961535,111385199,2933533,21354731.0,7508517.0,6000000.0,15724740.0,195.0,2.75,3.701,3.703,4.209,5.5,5.0,5.0,5.0,1.4106,5.3389999999999995
2014-04-14,21110246338,21216380053,309853269,306943182,110231602,196711580,415986984,40950669,375036315,48560908,326475407,2910087,16499997.0,13988693.0,1600000.0,8861979.0,196.0,2.639,3.57,3.7,4.165,5.5,5.0,5.0,5.0,1.4048,5.3
2014-04-15,21253634493,21110246338,428681231,425805725,166536898,259268827,285293076,35499014,249794062,25902576,223891486,2875506,8301757.0,11161767.0,0.0,16035490.0,197.0,2.449,3.444,3.388,4.102,5.5,5.0,5.0,5.0,1.4022,5.287000000000001
2014-04-16,21385567691,21253634493,387847838,384939019,153844890,231094129,255914640,43923418,211991222,34265047,177726175,2908819,11575616.0,14041543.0,500000.0,17806259.0,198.0,2.298,2.726,3.003,4.085,5.5,5.0,5.0,5.0,1.3958,5.272
2014-04-17,21476018746,21385567691,355792647,352880124,159555287,193324837,265341592,38627405,226714187,43037306,183676881,2912523,13706522.0,15642976.0,0.0,9277907.0,199.0,2.181,2.721,2.764,4.06,5.5,5.0,5.0,5.0,1.3866,5.252999999999999
2014-04-18,21489366220,21476018746,239300383,236377510,73108437,163269073,225952909,32020413,193932496,42736396,151196100,2922873,12809085.0,7519332.0,100000.0,11591996.0,200.0,2.0,2.761,2.782,3.93,5.5,5.0,5.0,5.0,1.3841,5.239
2014-04-19,21611720646,21489366220,268729366,265789873,146828058,118961815,146374940,33261685,113113255,27904791,85208464,2939493,10339303.0,6045501.0,100000.0,16776881.0,200.0,2.0,2.761,2.782,3.93,5.5,5.0,5.0,5.0,1.3841,5.239
2014-04-20,21641922394,21611720646,191259529,188336377,71649902,116686475,161057781,35438855,125618926,40827019,84791907,2923152,13594139.0,11989773.0,200000.0,9654943.0,200.0,2.0,2.761,2.782,3.93,5.5,5.0,5.0,5.0,1.3841,5.239
2014-04-21,21647421805,21641922394,301134667,298219498,109912061,188307437,295635256,65340198,230295058,40422597,189872461,2915169,26604522.0,9785580.0,10000000.0,18950096.0,201.0,1.98,2.713,2.994,3.767,5.5,5.0,5.0,5.0,1.3866,5.2
2014-04-22,21663860421,21647421805,285248757,282350142,94938709,187411433,268810141,46610311,222199830,46793868,175405962,2898615,20659354.0,9066361.0,3500000.0,13384596.0,202.0,1.9262,3.029,3.311,3.808,5.5,5.0,5.0,5.0,1.3813,5.188
2014-04-23,21699066792,21663860421,313677307,310757394,101574511,209182883,278470936,47960929,230510007,59708761,170801246,2919913,19546607.0,6627122.0,0.0,21787200.0,203.0,1.963,3.08,3.715,3.9511,5.5,5.0,5.0,5.0,1.3654,5.171
2014-04-24,21792888929,21699066792,318358891,315468612,141918866,173549746,224536754,43022139,181514615,33308384,148206231,2890279,18081663.0,7820522.0,0.0,17119954.0,204.0,2.303,3.521,4.147,4.32,5.5,5.0,5.0,5.0,1.3515,5.152
2014-04-25,21786052069,21792888929,220927432,218042417,83493221,134549196,227764292,41053152,186711140,30947018,155764122,2885015,22010904.0,6160902.0,0.0,12881346.0,205.0,2.31,3.503,4.329,4.286,5.49,5.0,5.0,5.0,1.344,5.13
2014-04-26,21779554522,21786052069,151625415,148727987,56777731,91950256,158122962,34986838,123136124,19403230,103732894,2897428,20485811.0,4358700.0,0.0,10142327.0,205.0,2.31,3.503,4.329,4.286,5.49,5.0,5.0,5.0,1.344,5.13
2014-04-27,21734477096,21779554522,146837951,143955720,61671443,82284277,191915377,28315151,163600226,56209644,107390582,2882231,13113694.0,5166372.0,500000.0,9535085.0,205.0,2.31,3.503,4.329,4.286,5.49,5.0,5.0,5.0,1.344,5.13
2014-04-28,21731689633,21734477096,324937272,322059893,125000679,197059214,327724735,53228205,274496530,58440825,216055705,2877379,29942962.0,9068195.0,0.0,14217048.0,206.0,2.406,4.025,4.543,4.6,5.4982,5.0,5.0,5.0,1.3506,5.067
2014-04-29,21754718388,21731689633,330607104,327753580,127521090,200232490,307578349,48275458,259302891,68367067,190935824,2853524,16959147.0,12786405.0,5500000.0,13029906.0,207.0,2.604,4.0738,4.885,4.593,5.5,5.0,5.0,5.0,1.3459999999999999,5.048
2014-04-30,21732973743,21754718388,260091330,257193410,79931074,177262336,281835975,61314568,220521407,48418212,172103195,2897920,32431548.0,14736022.0,2000000.0,12146998.0,208.0,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,1.3511,5.04
2014-05-01,21782656094,21732973743,193045106,190175350,58404844,131770506,143362755,46481549,96881206,18924739,77956467,2869756,20007633.0,15114464.0,0.0,11359452.0,208.0,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,1.3511,5.04
2014-05-02,21786770288,21782656094,125336258,122453074,33113882,89339192,121222064,24171256,97050808,24940239,72110569,2883184,8038233.0,5887972.0,0.0,10245051.0,208.0,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,1.3511,5.04
2014-05-03,21772296733,21786770288,185094488,182203439,54073496,128129943,199568043,41506485,158061558,44076367,113985191,2891049,19600662.0,11321084.0,80000.0,10504739.0,208.0,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,1.3511,5.04
2014-05-04,21662162261,21772296733,303087562,300180905,88981143,211199762,413222034,65972622,347249412,53215849,294033563,2906657,30053897.0,18155143.0,2000000.0,15763582.0,209.0,2.4,3.683,3.708,4.5,5.482,5.0,5.0,5.0,1.3543,5.029
2014-05-05,21723755629,21662162261,370924149,368099706,102948704,265151002,309330781,66043856,243286925,50320676,192966249,2824443,19063438.0,18803977.0,9800000.0,18376441.0,210.0,2.37,3.14,3.158,4.058,5.4655,5.0,5.0,5.0,1.3378,5.022
2014-05-06,21700649661,21723755629,318002728,315096777,81567892,233528885,341108696,61126871,279981825,43725251,236256574,2905951,28463064.0,19529487.0,0.0,13134320.0,211.0,2.37,3.092,3.158,3.941,5.4474,5.0,5.0,5.0,1.3831,5.042
2014-05-07,21878604180,21700649661,417327518,414463880,164553784,249910096,239372999,40650214,198722785,50672610,148050175,2863638,15217788.0,10674770.0,200000.0,14557656.0,212.0,2.37,3.1125,3.092,3.882,5.4167,5.0,5.0,5.0,1.3393,5.0360000000000005
2014-05-08,21998255437,21878604180,392838756,390000657,156177372,233823285,273187499,47941936,225245563,31709467,193536096,2838099,21313500.0,12667055.0,500000.0,13461381.0,213.0,2.23,3.204,3.106,3.79,5.3992,5.0,5.0,5.0,1.3221,5.0280000000000005
2014-05-09,22031990475,21998255437,281479009,278616335,127662531,150953804,247743971,48319772,199424199,25566249,173857950,2862674,19011357.0,12793116.0,0.0,16515299.0,214.0,2.2205,3.194,3.121,3.773,5.3909,5.0,5.0,5.0,1.3244,5.022
2014-05-10,22171982318,22031990475,287240171,284388148,79585779,204802369,147248328,38040745,109207583,28255521,80952062,2852023,17043831.0,7918673.0,0.0,13078241.0,214.0,2.2205,3.194,3.121,3.773,5.3909,5.0,5.0,5.0,1.3244,5.022
2014-05-11,22201460800,22171982318,182424063,179585742,55148430,124437312,152945581,38400973,114544608,22454098,92090510,2838321,23244761.0,4769740.0,0.0,10386472.0,214.0,2.2205,3.194,3.121,3.773,5.3909,5.0,5.0,5.0,1.3244,5.022
2014-05-12,22232616489,22201460800,325108597,322293245,95909491,226383754,293952908,48093256,245859652,34572657,211286995,2815352,23459482.0,11948012.0,0.0,12685762.0,215.0,2.2135,3.18,3.198,3.66,5.3764,5.0,5.0,5.0,1.3083,4.968999999999999
2014-05-13,22249939607,22232616489,275241493,272439137,91142159,181296978,257918375,61456142,196462233,20219614,176242619,2802356,22002316.0,20692588.0,0.0,18761238.0,216.0,2.35,3.181,3.2498,3.617,5.3414,5.0,5.0,5.0,1.3022,4.9239999999999995
2014-05-14,22239188687,22249939607,305474522,302621995,100837254,201784741,316225442,45318037,270907405,25171614,245735791,2852527,12943426.0,21431187.0,0.0,10943424.0,217.0,2.3666,3.236,3.233,3.5675,5.3198,5.0,5.0,5.0,1.2986,4.902
2014-05-15,22314248133,22239188687,313367089,310522196,93964517,216557679,238307643,37879297,200428346,39601697,160826649,2844893,13850161.0,10501873.0,0.0,13527263.0,218.0,2.35,3.1355,3.202,3.651,5.2665,5.0,5.0,5.0,1.2971,4.888
2014-05-16,22264120640,22314248133,231967423,229109632,72479256,156630376,282094916,37551420,244543496,40061114,204482382,2857791,17461049.0,8162758.0,0.0,11927613.0,219.0,2.37,3.129,3.127,3.69,5.2418,5.0,5.0,5.01,1.2986,4.874
2014-05-17,22289250136,22264120640,170983868,168161205,50405690,117755515,145854372,32944450,112909922,36624963,76284959,2822663,14418686.0,8480027.0,400000.0,9645737.0,219.0,2.37,3.129,3.127,3.69,5.2418,5.0,5.0,5.01,1.2986,4.874
2014-05-18,22300229759,22289250136,164419642,161609998,51132867,110477131,153440019,40062277,113377742,26863477,86514265,2809644,13566710.0,11286898.0,0.0,15208669.0,219.0,2.37,3.129,3.127,3.69,5.2418,5.0,5.0,5.01,1.2986,4.874
2014-05-19,22265516283,22300229759,259077930,256179008,71313677,184865331,293791406,51391608,242399798,60660169,181739629,2898922,23700171.0,11164863.0,400000.0,16126574.0,220.0,2.396,3.1,3.1318,3.736,5.2142,5.0,5.0,5.011,1.3283,4.853
2014-05-20,22459430866,22265516283,453955303,451059660,243711613,207348047,260040720,47536760,212503960,22815508,189688452,2895643,15528877.0,17605031.0,1000000.0,13402852.0,221.0,2.427,3.361,3.579,4.095,5.1772,5.0,5.0,5.003,1.3308,4.868
2014-05-21,22507006862,22459430866,297799722,294888620,130386891,164501729,250223726,45455883,204767843,29873517,174894326,2911102,18485493.0,13919627.0,0.0,13050763.0,222.0,2.528,3.353,3.925,4.2,5.1215,5.0,5.0,5.0026,1.3230000000000002,4.882
2014-05-22,22600534926,22507006862,344636549,341774952,167436704,174338248,251108485,45562332,205546153,29111692,176434461,2861597,24143791.0,7775269.0,0.0,13643272.0,223.0,2.51,3.419,3.919,4.203,5.0935,5.0,5.0,5.0014,1.2887,4.877
2014-05-23,22621080334,22600534926,249546195,246693653,114513174,132180479,229000787,60184458,168816329,29314656,139501673,2852542,28793597.0,10088986.0,10000000.0,11301875.0,224.0,2.53,3.405,3.908,4.0685,5.0675,5.0,5.0,5.0013,1.281,4.867
2014-05-24,22626743720,22621080334,160073254,157281426,57666965,99614461,154409868,30780112,123629756,24105065,99524691,2791828,13101159.0,6501748.0,0.0,11177205.0,224.0,2.53,3.405,3.908,4.0685,5.0675,5.0,5.0,5.0013,1.281,4.867
2014-05-25,22562682488,22626743720,166943526,164165899,67087564,97078335,231004758,45685873,185318885,32503867,152815018,2777627,21733826.0,12497423.0,0.0,11454624.0,224.0,2.53,3.405,3.908,4.0685,5.0675,5.0,5.0,5.0013,1.281,4.867
2014-05-26,22632865784,22562682488,344890868,342134083,145189089,196944994,274707572,54429404,220278168,32625021,187653147,2756785,27300907.0,15985537.0,200000.0,10942960.0,225.0,2.5025,3.195,3.822,4.1,5.0413,5.0,5.0,5.0012,1.249,4.788
2014-05-27,22609949494,22632865784,299049555,296280007,95780761,200499246,321965845,54053714,267912131,39321226,228590905,2769548,19319758.0,10194500.0,12000000.0,12539456.0,226.0,2.541,3.247,3.39,4.0,5.0197,5.0,5.0,5.0002,1.2548,4.746
2014-05-28,22470192623,22609949494,276134813,273325022,78926517,194398505,415891684,74293409,341598275,45105847,296492428,2809791,35485858.0,18938486.0,0.0,19869065.0,227.0,2.51,3.2,3.33,3.94,4.9768,5.0,5.0,5.0001,1.2597,4.712
2014-05-29,22476914686,22470192623,320549863,317800649,135204257,182596392,313827800,54803737,259024063,44776734,214247329,2749214,25441561.0,13327616.0,200000.0,15834560.0,228.0,2.51,3.215,3.349,3.877,4.9418,4.999,5.0,5.0001,1.2381,4.684
2014-05-30,22390660208,22476914686,226547701,223709770,95966704,127743066,312802179,52407524,260394655,39094557,221300098,2837931,21152886.0,18218269.0,2000000.0,11036369.0,229.0,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,1.2790000000000001,4.683
2014-05-31,22394621814,22390660208,146823669,144080973,52834335,91246638,142862063,23557943,119304120,41776332,77527788,2742696,11247495.0,3221185.0,0.0,9089263.0,229.0,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,1.2790000000000001,4.683
2014-06-01,22428282336,22394621814,183489775,180762669,55046557,125716112,149829253,33825537,116003716,32936169,83067547,2727106,16044694.0,6016423.0,0.0,11764420.0,229.0,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,1.2790000000000001,4.683
2014-06-02,22416092232,22428282336,158219402,155516287,48900709,106615578,170409506,38668393,131741113,42274603,89466510,2703115,14726755.0,12756543.0,0.0,11185095.0,229.0,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,1.2790000000000001,4.683
2014-06-03,22301357112,22416092232,270887462,268143582,83629149,184514433,385622582,55464815,330157767,42540883,287616884,2743880,27864412.0,11417502.0,3000000.0,13182901.0,230.0,2.521,3.18,3.38,3.716,4.883,4.9958,4.998,5.0,1.2473,4.656000000000001
2014-06-04,22271839018,22301357112,274460744,271682147,71225908,200456239,303978838,54260600,249718238,28188601,221529637,2778597,25227583.0,8072245.0,0.0,20960772.0,231.0,2.561,3.152,3.334,3.931,4.855,4.9868,4.9967,5.0,1.2611,4.657
2014-06-05,22296236140,22271839018,380042567,377223821,128566594,248657227,355645445,89226348,266419097,62031088,204388009,2818746,24584802.0,21082940.0,33700000.0,9858606.0,232.0,2.576,3.07,3.448,3.878,4.8393,4.9733,4.9967,5.0,1.2818,4.681
2014-06-06,22322787973,22296236140,301413900,298679366,111954129,186725237,274862067,55681761,219180306,55267471,163912835,2734534,24165597.0,13959940.0,5000000.0,12556224.0,233.0,2.5808,3.15,3.442,3.984,4.8259,4.9609,4.9959,5.0,1.2476,4.664
2014-06-07,22364386391,22322787973,187801995,185054361,70098919,114955442,146203577,38318930,107884647,37280499,70604148,2747634,20423178.0,4423930.0,1500000.0,11971822.0,233.0,2.5808,3.15,3.442,3.984,4.8259,4.9609,4.9959,5.0,1.2476,4.664
2014-06-08,22497032328,22364386391,302171269,299436270,185513854,113922416,169525332,36440988,133084344,36849979,96234365,2734999,10826548.0,12990744.0,0.0,12623696.0,233.0,2.5808,3.15,3.442,3.984,4.8259,4.9609,4.9959,5.0,1.2476,4.664
2014-06-09,22575626550,22497032328,366114374,363337491,145389158,217948333,287520152,52422163,235097989,36264508,198833481,2776883,19511066.0,17257000.0,500000.0,15154097.0,234.0,2.58,3.13,3.158,4.161,4.8181,4.9603,4.9938,5.0,1.2719,4.698
2014-06-10,22631468122,22575626550,354031597,351275811,104890851,246384960,298190025,68280581,229909444,43253854,186655590,2755786,16761012.0,21113167.0,11000000.0,19406402.0,235.0,2.57,3.13,3.132,4.159,4.8095,4.9615,4.9946,5.0,1.2628,4.706
2014-06-11,22713002035,22631468122,327661453,324824312,114930250,209894062,246127540,80918118,165209422,22604403,142605019,2837141,23969444.0,32366329.0,150000.0,24432345.0,236.0,2.592,3.15,3.223,4.381,4.7941,4.9606,4.9926,5.0,1.2723,4.712
2014-06-12,22808899335,22713002035,332365185,329539251,112210380,217328871,236467885,75247726,161220159,44402104,116818055,2825934,22460256.0,11796443.0,30000000.0,10991027.0,237.0,2.597,3.154,3.25,4.719,4.7862,4.9601,4.9925,5.0,1.2625,4.702
2014-06-13,22639024065,22808899335,216923770,214045806,51040378,163005428,386799040,56967852,329831188,44823413,285007775,2877964,21637898.0,21161652.0,1500000.0,12668302.0,238.0,2.6,3.04,3.259,4.814,4.7794,4.96,4.9935,5.0,1.2801,4.718999999999999
2014-06-14,22590682404,22639024065,181574530,178733395,59184032,119549363,229916191,29831979,200084212,36576832,163507380,2841135,9471664.0,8120370.0,2000000.0,10239945.0,238.0,2.6,3.04,3.259,4.814,4.7794,4.96,4.9935,5.0,1.2801,4.718999999999999
2014-06-15,22640138774,22590682404,166080126,163263976,41933752,121330224,116623756,30194033,86429723,25396456,61033267,2816150,16127815.0,5219992.0,100000.0,8746226.0,238.0,2.6,3.04,3.259,4.814,4.7794,4.96,4.9935,5.0,1.2801,4.718999999999999
